movie_Released,song_bpmHistogramFirstPeakBpmMean,song_danceability,movie_Runtime,movie_BoxOffice,song_bpmHistogramSecondPeakBpmMedian,song_tuningEqualTemperedDeviation,song_tuningFrequency,song_bpmHistogramSecondPeakBpmMean,song_bpm,song_bpmHistogramFirstPeakBpmMedian,song_mfccZeroMean,movie_imdbRating,song_onsetRate,movie_Genre,song_averageLoudness,song_dynamicComplexity
1999-11-16,108,1.06602663,108,124617476,100,0.20469819,439.16146706,110,108.08108992,108,-678.58730723,7.3,3.51647634,Drama,0.66452029,4.98497855
1991-10-03,103,1.14460898,107,150837254,103,0.0427457,436.0559858,109,111.05954308,106,-676.14962829,7.7,3.51728459,Drama,0.75359254,4.2414479
1986-04-13,108,1.12323644,119,149254063,115,0.06361112,434.60633531,116,108.71210832,111,-704.62521309,7.3,3.51263868,Drama,0.79148799,4.24671918
1993-08-14,106,1.14891739,118,151900768,103,0.08290363,434.51407724,100,107.54984433,104,-684.0430249,7.7,3.58966841,Action,0.62494855,4.73607035
2000-09-09,108,1.13143229,116,115741557,114,0.20354263,437.14930216,110,108.27614658,105,-683.85982963,7.6,3.5145635,Drama,0.78255471,4.25109202
1996-10-25,110,1.11455355,112,138034296,104,0.21739793,437.09566662,104,105.40246138,110,-676.63227527,7.2,2.8726072,Drama,0.6315403,5.31991275
1987-05-08,110,1.14387889,110,165284539,102,0.2043636,436.10979055,108,110.63467442,104,-675.75561464,7.2,3.51686261,Drama,0.79624046,4.26521111
1996-07-09,108,1.14625722,109,152965916,101,0.21320043,438.35069655,111,109.95617883,111,-685.0877636,7.3,3.51630245,Drama,0.70196852,4.2330151
1992-11-23,111,1.06570705,108,145249251,101,0.20574592,436.6470824,104,104.66619823,110,-676.26922887,7.1,3.48237618,Action,0.61819024,4.23415356
1997-04-25,104,1.12449949,115,154812756,98,0.05701982,437.83096943,109,110.23284794,106,-677.62997091,7.5,2.96017007,Action,0.61681684,4.2234506
1995-04-06,104,1.12204468,109,131142935,98,0.20464106,438.26968973,111,108.29289051,105,-704.63845841,7.3,2.88529712,Drama,0.62956621,5.22366221
1992-10-07,103,1.14608155,117,148130689,109,0.20385795,438.70729505,116,110.52902308,105,-676.61391709,7.8,3.48567054,Drama,0.62211792,4.26990553
2001-03-28,111,1.14408266,114,135858592,104,0.04540087,435.90276988,103,108.83016168,109,-685.09283969,7.7,3.51713495,Action,0.75590376,5.41813658
1985-07-15,110,1.13386185,120,150991822,110,0.11690763,439.07707482,105,108.74962216,106,-704.44889114,7.5,3.61400969,Action,0.79920548,4.25835056
1991-12-02,106,1.09098186,118,152506690,103,0.19267292,435.32778415,115,107.73696257,103,-677.01985775,7.5,3.60354647,Action,0.6191342,4.2459645
1991-05-26,109,1.14142731,110,141630727,106,0.06489463,435.37920661,116,108.52985839,110,-677.53644151,7.8,3.66959097,Drama,0.80788211,4.62487526
1997-03-06,108,1.10748857,106,113765565,108,0.21409664,437.75867999,110,109.44067713,107,-689.0272741,7.3,3.10953165,Drama,0.73050341,4.26822116
2000-05-28,105,1.06594058,114,114717032,110,0.2137505,438.83610158,117,106.34794101,108,-685.81662755,7.6,3.51736795,Drama,0.62115682,4.2073842
1996-03-15,107,1.14273518,107,114716275,114,0.20386097,438.40700233,113,109.72674923,106,-677.57240066,7.5,3.47738904,Action,0.61720349,4.26541126
1991-08-12,106,1.0656112,110,117568028,100,0.20417155,438.8077895,102,110.28232114,111,-704.62273822,7.0,3.44602922,Drama,0.68164433,4.24535169
1996-09-23,108,1.08499649,120,116285473,102,0.10140776,435.33397651,106,106.61039309,106,-675.74001315,7.4,3.51759297,Drama,0.75558393,4.28433457
1989-05-04,107,1.11128546,108,123679080,110,0.18734705,437.58878684,103,108.64078122,106,-678.2809271,7.8,3.51635417,Drama,0.63341651,4.26705452
1998-06-14,106,1.09439572,111,147022683,103,0.17586851,437.67235926,103,108.81906651,103,-704.3698793,7.6,3.48194812,Drama,0.66158347,4.22440498
1990-08-26,111,1.13994626,114,164081521,110,0.20438431,438.85491486,103,110.19754631,103,-699.06079265,7.6,3.48580801,Action,0.81596306,4.26274093
1994-08-02,108,1.08648153,106,157954000,106,0.09237966,438.52755087,117,104.52501272,105,-678.23654832,7.5,3.65893767,Drama,0.75354718,5.1852625
1989-12-19,104,1.08803202,109,126502955,112,0.04820212,437.49757387,102,108.95102255,104,-700.60274756,7.2,3.08485437,Drama,0.77586427,4.34481698
1992-11-13,108,1.08145434,117,130429386,112,0.20380813,434.9317466,103,109.21867298,104,-704.67739219,7.0,3.51637578,Drama,0.81838475,5.10510525
1994-06-27,104,1.13750834,106,153217572,110,0.20677954,437.52234962,109,108.61096558,111,-676.26958026,7.2,3.66628678,Drama,0.63021703,4.27182452
1987-04-21,107,1.08507724,112,113187367,112,0.05731271,437.97173152,107,108.5945942,103,-695.60801365,7.6,3.5125788,Action,0.77347303,4.2627818
2000-08-10,108,1.10395466,107,153132025,106,0.20316632,439.30582343,102,108.67846085,107,-695.28179789,7.1,3.51895645,Action,0.61601642,4.25722748
1994-11-01,110,1.09559792,110,108410695,108,0.19798455,436.39481142,110,107.54470404,105,-704.31982836,7.2,3.51614827,Action,0.62193234,4.24147034
1994-08-05,110,1.09590587,109,152723735,113,0.20439981,436.46888129,103,108.65143825,104,-697.42365562,7.6,3.51727075,Action,0.62854941,5.31010741
1996-06-16,106,1.12469139,117,122765931,105,0.20989771,434.28040546,108,109.74739338,105,-704.68340642,7.3,3.56094183,Drama,0.71321523,4.26967129
2000-05-07,110,1.12031936,109,149500259,100,0.21515138,437.10408602,116,108.6773409,108,-704.57936395,7.7,2.95994436,Action,0.61878324,4.23886143
1986-04-14,111,1.08346968,110,119917885,101,0.21563332,435.76687525,106,108.56089459,107,-684.30936818,7.4,3.51619648,Action,0.71238761,4.24736009
1993-11-01,108,1.08065647,117,125493286,114,0.20419593,436.42103756,114,106.8482278,104,-679.66757412,7.4,3.67907974,Drama,0.79958516,4.23634116
1990-11-06,103,1.06336528,118,125812592,106,0.18792866,435.28412062,101,105.95169053,111,-694.08670474,7.2,3.35911999,Drama,0.77964392,4.26972893
1995-09-26,105,1.07987145,120,114648944,114,0.20473826,438.87805775,115,108.63363095,109,-692.26537169,7.2,3.48159988,Drama,0.63335614,4.26321318
1985-03-25,106,1.11281787,110,106021505,112,0.04896308,437.47884741,105,108.53862475,106,-704.4453457,7.0,3.51666065,Action,0.79972038,4.26866595
1986-12-08,104,1.06931101,115,105357959,107,0.1582372,435.03754931,105,108.58804895,109,-676.9897005,7.8,3.61973112,Drama,0.65649565,4.26403252
1998-09-24,109,1.06970646,109,112200663,114,0.20416581,439.64049839,100,108.74676925,109,-676.39204549,7.7,3.24774447,Drama,0.6282369,4.54525312
1985-03-27,103,1.10220124,109,158471909,112,0.20392644,439.40847431,98,110.93480759,109,-676.93077295,7.2,3.33568832,Drama,0.78446349,4.84582887
1985-04-26,109,1.14426042,106,112167336,101,0.07239286,437.51271933,102,111.07555092,110,-695.30513268,7.2,3.50560703,Drama,0.62109688,5.30168
1998-04-18,106,1.08526234,115,111779154,102,0.21014741,436.9271125,99,110.50968397,105,-675.97294954,7.6,3.51695435,Action,0.7554982,4.76916792
1990-11-25,107,1.14716689,109,130567500,107,0.21350176,438.55400956,112,109.11099039,103,-676.98055428,7.7,3.67005833,Action,0.63252492,4.23916248
1985-11-08,104,1.10057451,119,117637168,99,0.20314463,437.355971,112,108.79442906,103,-677.25099704,7.7,3.55673922,Drama,0.68420631,4.60274719
1998-12-24,107,1.0856849,113,119737114,102,0.21778174,435.61734787,110,108.79771116,105,-692.82547766,7.3,3.46143539,Drama,0.82102503,4.77861532
1996-05-05,104,1.07301063,118,157990457,109,0.04915233,439.96078414,115,106.36659868,105,-693.29897216,7.4,3.5120008,Drama,0.73552829,4.24642646
1991-04-23,107,1.14038927,107,107015964,105,0.0492785,437.4097345,111,109.95520109,109,-683.09112925,7.4,3.49455966,Drama,0.81631901,5.37742729
1992-02-20,111,1.10197045,120,107778226,98,0.05563107,438.4072724,100,108.68469811,104,-697.20431385,7.1,3.51627461,Drama,0.61631607,4.25066825
1996-10-11,109,1.09478949,118,115141175,106,0.2117731,439.52279162,109,108.6007438,105,-686.12806264,7.6,3.07989172,Drama,0.75434576,5.32808425
1987-04-05,108,1.15084293,109,109225489,104,0.05853087,438.62189685,99,109.17764374,108,-677.45832464,7.6,3.51659428,Drama,0.78303219,4.26909899
1999-04-06,107,1.13681823,113,164113109,108,0.08325855,436.68874142,115,108.60677629,108,-685.44401243,7.1,3.39089684,Action,0.81865303,4.24377389
2002-07-08,107,1.07123934,110,121125771,116,0.05344644,435.26692629,110,108.6653946,108,-680.24161749,7.7,3.54300295,Drama,0.63683817,4.22979282
1998-04-26,110,1.13618201,112,153814014,101,0.05188226,439.55488139,104,109.34973481,105,-704.57951574,7.4,2.84845249,Drama,0.74347309,4.24371204
1994-08-01,104,1.06223867,110,122448340,114,0.2173245,438.00940339,112,108.68500438,109,-704.51438497,7.7,3.51696289,Action,0.63221871,4.25394714
1999-04-21,108,1.06487002,116,161395771,110,0.20732881,437.14301171,106,108.15177466,111,-678.7935395,7.8,3.4964147,Drama,0.78704994,4.77704668
1997-02-27,109,1.09744375,108,113143453,110,0.05370342,434.61243467,116,106.59039439,109,-696.05222681,7.4,3.54623673,Drama,0.75501007,5.28194244
1988-07-06,103,1.07109541,117,162546120,113,0.204317,434.67913979,113,104.25308986,109,-677.29696926,7.7,3.33901305,Drama,0.61747086,4.62859856
1993-05-10,103,1.08729742,114,125624869,106,0.0493287,437.95355777,105,107.81158204,103,-698.15207751,7.4,3.54791308,Action,0.78347501,4.3532591
1993-03-05,110,1.07154789,117,146694672,105,0.15434387,435.99078594,107,108.77270607,107,-704.68238328,7.7,3.49608252,Drama,0.66968036,4.24208752
1984-10-24,106,1.11825312,114,114470957,112,0.21548158,437.90607548,116,111.253144,106,-704.71597745,7.3,3.48192578,Drama,0.6166614,5.26582691
1998-12-05,111,1.09208421,118,148227748,114,0.14049935,435.79052748,109,108.68611119,110,-704.63170875,7.4,3.49112122,Drama,0.74127935,4.26759283
1991-09-05,103,1.06386415,118,112396394,109,0.21198008,439.10010977,116,108.80725527,109,-685.99302682,7.0,3.49177943,Drama,0.72234396,4.61830005
1997-02-28,103,1.07770631,108,134552784,110,0.14872624,436.01328549,99,108.34505834,111,-676.02644154,7.3,3.515766,Action,0.70992538,4.66821849
1998-09-10,110,1.12872989,116,115014552,109,0.05884115,434.60929665,110,108.81470127,103,-683.90495564,7.3,3.29309807,Action,0.63448247,4.26524742
1993-08-20,111,1.14073844,121,118516461,99,0.05703339,438.31443406,114,110.32186572,106,-683.7094806,7.8,3.51731178,Action,0.79660519,4.26672722
1995-06-19,108,1.14960491,108,120950492,102,0.20955249,438.05011175,100,107.14850315,106,-676.57437688,7.1,3.47025243,Action,0.7164731,5.31742673
1994-02-07,106,1.08043247,117,152974143,111,0.15018541,434.38307933,104,110.44564751,109,-695.35981493,7.7,3.66952405,Drama,0.78792014,4.21094886
1987-10-16,106,1.13510416,119,109665316,107,0.16847267,439.98464149,113,108.7341393,108,-678.12603331,7.6,3.07523198,Drama,0.61567539,4.72979144
1997-06-01,107,1.14317051,113,124110625,104,0.05918157,438.11321311,106,108.51521657,108,-676.16914479,7.8,3.62508453,Drama,0.62818548,5.36600382
2001-10-27,106,1.09072105,112,143721637,108,0.21435987,434.42076841,109,108.6224881,111,-677.8839184,7.5,3.5167722,Drama,0.63296674,5.3581626
1989-02-14,109,1.14745011,120,117362267,107,0.09042624,437.70223872,111,108.48886966,104,-675.85664538,7.5,3.18079688,Action,0.80220371,4.51372062
2002-03-16,105,1.06163466,120,125280876,105,0.20476634,438.93469229,99,108.8152923,110,-676.10099012,7.2,3.5171772,Drama,0.71699833,5.22472934
1994-12-09,105,1.06642861,113,157097491,114,0.21674719,438.30729203,99,104.22419861,104,-677.58992008,7.4,3.60111588,Action,0.63344562,4.26564381
1984-07-27,111,1.10213906,116,119172043,117,0.11186608,438.19614293,107,108.86787206,106,-677.96218627,7.7,3.513955,Action,0.66778683,4.24709102
1995-11-15,111,1.07829938,114,143153767,107,0.20702688,438.98696923,110,110.24113635,109,-680.27471511,7.3,3.51656595,Action,0.76551678,4.25031244
1989-12-07,105,1.08270518,109,122084596,110,0.05441515,436.73297192,101,108.6211185,111,-704.61211531,7.8,3.51662469,Drama,0.79891909,5.19756646
2002-11-08,105,1.10210591,111,113975939,105,0.2039794,434.88548162,114,111.14208027,104,-677.42453179,7.3,3.373792,Drama,0.7775664,4.24961003
1999-05-05,108,1.14458151,111,157380021,116,0.09263792,439.93708122,106,108.94672611,110,-704.62431665,7.2,2.87920636,Drama,0.76861868,5.10713628
1989-03-21,109,1.11266659,116,129710853,104,0.21024387,435.21766659,111,107.86478046,104,-678.65754268,7.4,3.63950941,Action,0.80974671,4.24840274
1991-04-23,107,1.06329127,112,166117302,114,0.04219351,439.79497847,116,109.2394072,103,-704.50662481,7.8,3.51651005,Drama,0.77384171,4.26343525
1997-12-15,103,1.1116113,108,116806261,102,0.21265492,434.97920143,103,111.08625277,110,-677.51787431,7.8,3.51746198,Drama,0.77863315,4.25171481
1998-02-03,110,1.10541535,117,108385703,98,0.07948847,436.43354387,116,109.80165261,103,-684.58454051,7.2,3.61491352,Drama,0.8239377,4.26393953
1992-04-23,105,1.07003657,114,166160593,108,0.20434425,437.49820319,103,108.68847069,110,-677.23542963,7.5,3.51704343,Drama,0.78544007,4.26300978
1984-12-24,103,1.14435288,109,118156323,98,0.20327078,437.29416913,112,104.5570222,110,-704.6559939,7.1,3.60862326,Action,0.79294036,4.22704341
1995-03-26,108,1.13515095,114,165638938,113,0.04134473,434.66026059,107,110.4192558,104,-704.32379781,7.3,3.51713611,Action,0.75555291,4.22520393
1985-04-06,103,1.14609687,110,163312018,101,0.05588747,438.28520611,103,108.01034627,107,-676.87918215,7.5,3.2357723,Drama,0.82166764,4.42570944
1988-07-21,106,1.07718585,117,122498146,113,0.20426081,435.38700107,98,103.89995789,110,-704.65281209,7.5,3.58232033,Drama,0.82074963,4.2097312
1990-07-04,106,1.06622708,119,115920106,101,0.05597196,435.18859931,110,108.18052514,108,-704.4617199,7.5,3.34502304,Drama,0.79459857,4.85147211
1997-03-10,105,1.10671715,111,134043902,108,0.20992636,438.12694827,106,107.46604626,111,-681.17878677,7.7,3.68754185,Drama,0.8019311,4.31726309
1996-06-05,107,1.15078316,106,119482649,108,0.20493665,438.36487217,117,109.18057811,106,-696.3973734,7.3,3.6629481,Drama,0.82372152,4.20725257
1985-08-24,103,1.1189041,109,149303299,99,0.14669153,434.61988974,104,108.95964675,109,-679.08335455,7.4,3.39008382,Drama,0.77709543,4.26739961
1989-05-09,105,1.14575669,109,156609872,105,0.20463378,437.33401643,113,108.65940446,103,-681.75350271,7.4,3.60382608,Drama,0.78130429,4.21704011
1997-09-15,105,1.08835009,114,122525210,115,0.20517994,436.62460166,101,108.43991282,107,-704.30451879,7.3,3.48315562,Action,0.75978471,4.26719193
1996-03-24,109,1.08725017,119,125852683,101,0.20381568,438.07544847,100,109.94963685,109,-691.15755035,7.6,3.48571568,Drama,0.81293874,5.19804484
1987-05-07,107,1.1490958,114,108636081,102,0.03970766,439.0631158,113,108.45061344,111,-682.89407216,7.1,3.48724341,Action,0.61960645,4.26585545
1993-09-25,106,1.06193368,106,115908274,99,0.2092581,439.15730761,108,107.96763239,108,-676.03893599,7.2,3.6798488,Action,0.82279917,4.26147785
1986-05-20,110,1.06193543,111,147120421,101,0.04828579,439.85686357,99,108.57152621,110,-704.32320939,7.6,3.49109992,Action,0.76429963,4.98236501
1989-05-13,109,1.15080852,112,111925284,109,0.08579833,439.50201644,105,108.70641811,105,-676.14992138,7.2,3.51649161,Action,0.79060291,4.92689353
1986-12-11,104,1.09597955,120,131985442,116,0.20662135,437.31121453,104,107.88611264,106,-682.8335174,7.5,2.93357787,Drama,0.82123491,5.32019108
1996-04-16,104,1.14213344,115,120907258,102,0.20454285,439.48608681,115,109.01988882,109,-693.85052218,7.3,3.51709876,Drama,0.72414876,5.26523434
1990-02-26,104,1.1354068,110,129184534,115,0.20438454,438.54805327,111,108.59448373,108,-676.61389654,7.0,3.49781221,Drama,0.74867335,5.2679668
1999-05-19,103,1.08610137,116,125677376,115,0.21401819,437.43965578,108,108.720502,103,-678.70557591,7.4,3.59598017,Drama,0.74148331,5.3228424
1997-07-09,109,1.13207575,119,140494166,109,0.21310675,434.38436392,103,108.69920096,108,-676.21253589,7.7,3.48791354,Action,0.71710492,5.42387493
1994-10-17,109,1.10767439,106,128542817,114,0.04625007,434.69381716,107,110.86793701,103,-685.73509647,7.3,3.49265099,Drama,0.63134556,4.264825
2002-04-24,107,1.14369152,112,119635314,98,0.20777489,437.44624703,104,106.46869071,107,-678.35341916,7.8,3.61323019,Drama,0.62247454,5.15729369
1992-05-06,110,1.09907151,120,163381174,100,0.21321821,437.80798581,105,108.57229542,103,-678.34172692,7.6,3.51728487,Drama,0.81227325,5.19700549
1994-03-13,103,1.11479024,115,118284058,106,0.20981379,438.91791544,110,111.33159868,110,-693.1794965,7.3,3.516765,Drama,0.6207961,4.24324499
1998-02-09,107,1.13065935,111,127555359,116,0.05639049,435.66697954,115,110.94635932,104,-704.57859998,7.3,3.61422227,Drama,0.77837134,4.95300495
1999-06-07,104,1.12391393,118,108149413,106,0.21088164,435.20294868,109,108.65128697,105,-701.12215535,7.5,3.65584346,Drama,0.80988223,5.35291147
2002-09-25,104,1.14101499,106,122269234,111,0.12055145,436.19198547,116,108.92208914,109,-690.57576991,7.4,3.51723543,Action,0.75541052,4.26956432
1990-07-19,109,1.14235856,111,118016223,114,0.14289787,434.46802705,99,108.74168123,108,-704.30414962,7.7,3.49270115,Drama,0.67957382,4.26967031
1999-04-13,103,1.15041894,113,110620230,105,0.21225596,437.18101981,110,110.79472431,103,-678.72306715,7.1,3.50632453,Action,0.76498424,4.20774764
1999-10-03,103,1.13838048,113,159443419,110,0.20389858,434.81915454,100,105.77717064,109,-677.84139235,7.0,2.90624155,Drama,0.72020457,4.26231546
1984-11-04,106,1.0826725,109,162773186,113,0.05629477,434.9626446,106,108.21006784,103,-686.87026812,7.7,3.60975968,Drama,0.63268144,4.25621483
1988-04-23,103,1.06295741,118,138486057,98,0.21331852,435.31608017,112,108.33034505,107,-675.31224146,7.4,3.5168423,Action,0.79479676,4.40249592
2001-06-28,111,1.09576627,116,109074328,113,0.11165202,438.62111353,112,110.26712891,109,-684.53490487,7.5,3.64460281,Drama,0.61715107,4.26748014
1989-07-09,108,1.08039633,110,156794430,98,0.05773399,434.72207038,104,109.22224172,104,-677.43682673,7.3,3.18755075,Drama,0.74305517,4.26561138
1994-04-13,111,1.09543761,118,116118787,116,0.20442776,434.55231543,101,110.11278202,105,-687.19128691,7.2,3.08043635,Drama,0.75494039,4.27152268
1985-04-01,111,1.1505429,118,122436703,102,0.20460907,436.78725367,101,104.89622044,111,-694.32638251,7.7,3.49771632,Action,0.7581104,4.7729059
1985-04-15,108,1.08353291,114,116790496,100,0.20823662,439.83024281,102,108.88039116,111,-683.63075884,7.8,3.05703749,Drama,0.63867511,4.23641024
1989-08-01,108,1.1152419,109,111737918,111,0.1360437,438.81293867,112,104.73827057,110,-675.27003255,7.6,3.5044195,Drama,0.81892991,4.26682476
2002-04-28,105,1.12678381,109,109377755,104,0.03975968,436.81668951,104,108.00961489,103,-677.25781641,7.0,3.51731346,Drama,0.69735156,4.27241817
1986-11-05,109,1.14208298,118,112544288,101,0.20446335,436.32414132,104,108.36605611,109,-704.51978103,7.6,3.54692339,Drama,0.6456377,5.42455207
2001-03-18,110,1.14859541,110,117699999,102,0.204507,437.12901313,106,108.72204593,107,-688.26088213,7.0,3.51739566,Action,0.61616141,4.26238571
1987-11-26,109,1.06724757,113,113313394,104,0.20478811,435.82415923,103,109.58927378,105,-704.60508438,7.2,3.1106269,Drama,0.7450134,5.10215398
1995-03-01,104,1.11618562,113,120595980,98,0.2066316,435.41230193,101,106.99635118,107,-677.91402864,7.1,3.51680265,Action,0.62166344,4.23430229
1998-08-23,109,1.14040857,106,109160066,105,0.04032823,434.31946392,116,108.57816193,107,-678.6160139,7.1,3.50072072,Action,0.7852218,4.20947928
1984-07-27,110,1.12370816,111,119542889,106,0.20322662,439.29706855,100,106.78946853,105,-699.59858319,7.3,3.53773714,Drama,0.81457615,4.26229555
2001-11-28,104,1.08146677,118,140254990,115,0.2102902,438.64080838,107,107.89787498,106,-697.60127373,7.7,3.6881521,Drama,0.80291847,5.32901804
1993-06-01,107,1.13249164,118,124155920,102,0.20322961,439.95086916,111,108.8231699,108,-681.3453785,7.7,3.51653976,Drama,0.79753567,5.24428674
2001-10-10,106,1.06410649,108,109779601,100,0.06030227,439.07055121,101,108.52476376,107,-704.39497202,7.3,3.51623043,Drama,0.77583768,4.69955614
1987-10-01,105,1.10662451,114,133424366,115,0.04976382,436.89136043,112,108.66563822,103,-678.75952709,7.7,3.28080102,Action,0.80899136,4.26746355
1990-10-02,110,1.15027019,121,113412144,114,0.21522887,435.64707816,112,108.00141078,108,-695.88348185,7.8,3.44722165,Drama,0.70994173,4.22342407
1989-05-18,110,1.10459002,114,158088533,103,0.04345566,439.50299994,115,105.62951036,104,-675.79064848,7.6,3.10469696,Action,0.69751526,5.21337742
1993-02-13,111,1.1336216,107,161687506,102,0.20068928,436.5564602,104,108.87827838,105,-676.70979162,7.4,2.97772163,Action,0.82087841,4.25014875
1999-04-28,109,1.06862419,112,113843332,101,0.20406872,436.81758759,111,108.89680794,110,-676.34624873,7.3,3.51662333,Drama,0.81301868,4.24259804
1992-09-18,107,1.07174709,113,149871184,101,0.2038541,438.56965463,116,108.76728872,110,-704.58333817,7.8,3.67140506,Drama,0.72718879,4.21270112
1991-03-23,106,1.14909634,117,117318474,110,0.21608996,439.40885127,112,108.90467659,107,-688.68748398,7.5,3.05271595,Drama,0.82349493,4.26836341
2001-10-10,111,1.08023126,117,140275272,107,0.05331348,436.97309666,100,108.62192256,107,-679.33879692,7.4,3.51684583,Action,0.69751499,5.00449588
1997-04-02,104,1.10330449,116,117376470,101,0.08120763,437.47634175,100,103.87478976,106,-691.54354284,7.7,3.16872541,Drama,0.815203,4.25110911
1998-02-26,105,1.13056591,106,121209751,107,0.1185535,436.28244205,99,110.00398758,111,-678.47111301,7.4,3.6611255,Drama,0.76392091,4.23209284
1997-12-19,108,1.1179623,113,123361012,103,0.04361027,437.47608295,103,108.21522161,109,-678.86600499,7.4,3.51666165,Drama,0.76975658,5.2792322
1985-03-03,110,1.11105986,120,147251096,107,0.05761527,439.95963695,111,105.27403492,103,-678.06187861,7.3,3.62110505,Action,0.6184391,4.26654442
1988-06-07,105,1.07489406,118,123165087,109,0.0603495,434.65033915,116,104.58879723,110,-678.28033058,7.2,3.63235012,Action,0.78279327,4.26971625
1986-07-14,111,1.14121679,119,109168271,98,0.03995474,439.8245363,100,109.59353066,109,-693.36493438,7.4,3.51718711,Drama,0.61784374,4.25797557
1998-03-20,109,1.1431346,107,140787895,105,0.09784848,438.82337798,104,108.57004818,110,-704.63532582,7.6,3.51653287,Drama,0.63334185,5.1805412
1984-09-15,110,1.13546485,110,116392987,110,0.21422947,437.10448505,109,111.05398505,103,-704.47516584,7.4,2.91018686,Action,0.77719791,4.61872574
1994-05-26,106,1.11343608,108,129345199,108,0.20885108,436.46436285,98,108.59077039,108,-701.99234985,7.1,3.48979962,Drama,0.63250139,4.66554089
1992-05-25,104,1.0672493,108,105091397,98,0.21508757,436.02074665,98,106.41238054,111,-700.03793857,7.2,3.59586965,Action,0.76269812,4.21550035
1989-03-05,111,1.11536895,108,143067507,101,0.06127861,436.30528822,98,109.76048707,103,-702.06189807,7.1,3.4993329,Action,0.69855454,5.22431371
1991-02-16,110,1.06603044,115,113502863,112,0.05920462,439.38781877,101,109.32274045,107,-691.65262219,7.6,3.53449907,Action,0.82138575,4.45551214
1996-11-01,109,1.13628541,107,113185803,107,0.04436093,439.29330925,117,105.85433752,105,-680.52369977,7.7,3.02372024,Drama,0.622196,4.26355458
1994-10-08,103,1.14613363,117,131655913,102,0.04969952,439.80088256,113,108.53140623,105,-688.3758538,7.5,3.5657858,Action,0.81509165,4.23977324
1986-04-22,103,1.09485162,110,111295184,98,0.20625827,436.18514763,112,107.73258142,109,-685.66371717,7.5,3.49799003,Drama,0.80364562,4.23211581
2000-12-04,110,1.10095214,106,129980263,101,0.20465632,436.72297275,107,104.40505364,105,-675.56823981,7.2,3.55888396,Action,0.77697566,4.26923144
1998-06-10,112,1.12140827,112,107924969,109,0.20350166,435.05378652,98,109.42347581,109,-679.01886751,7.1,3.51024727,Drama,0.73647984,5.1199662
1985-07-11,108,1.13756749,116,124184668,106,0.20971792,437.42767816,103,108.92305903,105,-678.48507034,7.1,3.60642884,Action,0.82266539,4.20662733
1984-10-02,106,1.12815734,106,112338147,115,0.21321863,434.38645116,110,108.86723569,103,-677.33514539,7.3,2.99961533,Drama,0.65836398,5.34883589
1996-03-22,106,1.12835557,110,110168027,98,0.05082282,437.51280207,113,108.69443537,110,-680.16063408,7.8,3.33857463,Drama,0.74072697,4.23108122
1986-03-14,107,1.14300744,115,121317963,110,0.20370872,438.08681321,109,108.59175679,110,-680.55696298,7.2,3.49685814,Drama,0.81705035,5.24596399
1991-08-05,105,1.09245943,107,165521015,101,0.14486821,435.94884592,114,109.99036821,111,-684.1158938,7.5,3.66677322,Action,0.82343562,4.26665611
2002-03-22,103,1.07613903,108,118461904,105,0.21219714,438.1325393,108,108.57198578,109,-685.64175045,7.4,3.51752779,Drama,0.76947416,4.59518365
1993-08-13,106,1.12630692,114,115260381,100,0.0546263,435.4697171,98,107.84669766,103,-677.6081384,7.2,2.84605401,Drama,0.73123608,4.23396702
1997-09-01,108,1.07046952,111,108766300,103,0.17397806,437.16465593,100,106.1014695,109,-682.80992732,7.5,3.5824837,Action,0.62246758,4.22426919
1985-04-20,104,1.13883736,116,158700527,111,0.10524592,434.48490134,106,110.85800458,111,-694.87729588,7.2,3.62293057,Drama,0.62709663,4.24714701
1998-06-27,109,1.14997707,110,158563061,104,0.04429043,437.84818689,110,109.09841324,110,-690.75930675,7.0,3.55890214,Drama,0.73445471,4.24893478
1985-06-19,103,1.07424656,112,112088868,106,0.05954904,439.63191061,101,108.71489069,105,-696.1928784,7.2,3.50718343,Drama,0.78359827,4.2281113
2001-04-28,106,1.0717067,110,110206074,102,0.04399192,436.18869925,113,104.42207164,108,-700.01497182,7.7,3.65297438,Action,0.74227621,4.20641237
1993-06-15,103,1.1481822,107,118228700,98,0.05982296,437.47525325,109,108.55327995,107,-704.4887209,7.0,3.50833858,Action,0.78498281,4.49587999
1993-10-04,105,1.06663093,118,121900889,114,0.20560838,438.24935657,103,110.13044021,105,-676.60505978,7.5,3.51753504,Drama,0.61882702,4.27215426
1988-04-06,109,1.09314777,117,124580369,114,0.20316792,434.19351289,103,108.57077347,104,-695.75273814,7.1,3.10170564,Drama,0.67199846,4.26438877
2001-12-03,108,1.14783158,109,117087383,103,0.21098298,439.542162,99,108.78958412,110,-704.70796881,7.5,3.510665,Action,0.8133686,4.26315826
1997-12-19,106,1.09777187,118,151216707,103,0.109068,438.5078447,104,108.63114488,110,-679.4756892,7.5,3.51742295,Action,0.7061055,4.25143078
1998-02-07,106,1.10778889,112,123206435,105,0.20346383,438.72488803,116,109.13381256,107,-678.53203721,7.6,3.10859705,Action,0.80134689,4.21542491
1986-06-10,110,1.1400582,107,157396160,98,0.15734688,437.19299475,100,109.93246574,105,-689.52848429,7.7,3.4782417,Drama,0.75717883,4.22557752
